Name,Restaurant ID,Rating,Address,Cuisine,Cost for Two
The Tunnel Kolkata,18794825,NEW,"120 A, Manicktala Main Road, Kankurgachi, Kolkata","North Indian, Chinese, Continental",800
The Turn Table Kolkata,18143233,3.4,"FD 11, Sector 3, Salt Lake","Bakery, Desserts",500
The Upvan Confectionery Kolkata,25151,-,"Menoka Hall, 5, Dr. S.N. Roy Road, Southern Avenue, Kolkata",Fast Food,150
The Urban Spoon Kolkata,24162,3.5,"227, Barowaritala, Krishnapur, Kestopur, Kolkata","North Indian, Chinese, Fast Food",300
The VanMan Kolkata,18818426,NEW,"Shop 1, 28/5 Sahapur Colony, New Alipore, Kolkata",Fast Food,200
The Vanman Chinese Kolkata,18821558,NEW,"28/5 Sahapur Colony, New Alipore, Kolkata","Chinese, Asian",250
The Veg Hub Kolkata,18664405,3.3,"33/1 Munshi Sadruddin Lane, Bara Bazar, Kolkata",Fast Food,450
The Vegetarian Gourmet Kolkata,18349042,3.2,"DN Block, Sector 5, Salt Lake Salt Lake City, Kolkata, Sector 5","North Indian, Continental, Desserts",400
The Victoria Express Kolkata,18573744,2.8,"Rajdanga Main Road, Narkel Bagan, Acropolis Mall, Kasba, Kolkata","Chinese, Rolls",550
The Victoria Kolkata,18544983,3.4,"380, Prince Anwar Shah Road, Jodhpur Park, Kolkata","Bengali, Continental, North Indian, Chinese, Mughlai",700
The Victoria Tram Car Restaurant Kolkata,18809699,NEW,"184 Lenin Sarani, Taltala, Kolkata","Bengali, North Indian, Chinese","1,500"
The Virtual Bite Kolkata,18720172,-,"ECO Station, BP - 7, Sector 5, Salt Lake, Kolkata",North Indian,150
The Waffle Company Kolkata,18657639,3.6,"1/20, Block- C, Bangur Avenue, Near Supermarket, landmark Sharma Tea.",Desserts,300
The Waffle House Kolkata,18812539,NEW,"NP 290, Nayapatti, Opposite Chok Mandir, Sector 5, Salt Lake, Kolkata",Desserts,300
The Walking Street Kolkata,18638385,2.9,"Metropolis Mall, 1925, Chak Garia, Hiland Park, Santoshpur, Kolkata",Fast Food,350
The Walking Street Kolkata,18675803,-,"7/1, Sarat Bose Road,  Southern Avenue, Kolkata",Fast Food,350
The Wall Express Kolkata,18166910,2.4,"3rd Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",Chinese,500
The Wall Kolkata,18680393,4,"1st Floor, Ecosuite Business, New Town, Kolkata","Chinese, Japanese, Seafood, Thai","1,400"
The Wall Kolkata,20833,4,"31, Dr. Sarat Banerjee Road, Near Russa Telephone Exchange, Sarat Bose Road, Southern Avenue, Kolkata","Chinese, Japanese, Seafood, Thai, Momos","1,400"
The Waves Kolkata,18585273,3,"49, Lenin Sarani, Taltala, Kolkata","North Indian, Chinese",500
The Whistling Kettle Kolkata,18498773,4.1,"23/3, Gariahat Road, Near Mouchak Sweets, Golpark, Kolkata","Cafe, Continental, Tea, Italian",600
The Wise Owl Steakhouse Kolkata,25679,3.7,"Rooftop, 66/2B, Purna Das Road, Hindustan Park, Kolkata","Steak, American","1,000"
The Yellow Straw Kolkata,18471950,3.1,"Street 106, Axis Mall, Action Area 1, New Town, Kolkata","Beverages, Healthy Food, Fast Food, Juices",250
The Yellow Straw Kolkata,18547289,4,"7/1, Sarat Bose Road,Opposite HDFC Bank, Central Plaza, Minto Park, Kolkata","Juices, Healthy Food",200
The Yellow Straw Kolkata,18649902,3.3,"DH Block, Rajarhat, New Town, Kolkata","Beverages, Healthy Food, Fast Food, Juices",250
The Yellow Straw Kolkata,18823641,NEW,"City Centre 1 DC Block, Sector 1, Salt Lake, Kolkata","Juices, Healthy Food, Beverages, Fast Food",250
The Yellow Straw Kolkata,24935,3.9,"4, R.N. Mukherjee Road, Near Martin Burn Building, Dalhousie BBD Bagh, Kolkata","Beverages, Healthy Food, Fast Food, Juices",200
The Yellow Straw Kolkata,25516,3.9,"K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake","Juices, Beverages, Fast Food, Healthy Food, Momos",250
The Yellow Straw Kolkata,25648,4,"2/F/11, Ecospace Business Park, Action Area II, New Town, Kolkata","Beverages, Healthy Food, Fast Food, Juices",250
The Young Mug Kolkata,18746485,3.6,"11 Bidhan Sarani, Hatibagan, Kolkata","Fast Food, Beverages, Italian, Pizza, Burger",200
The Zayka Kolkata,22918,3.7,"26, Nirmal Chandra Dey Street, Bow Bazar, Kolkata",Fast Food,250
The Zeeshan Kolkata,22895,2,"2, Surya Sen Street, College Street, Kolkata","Biryani, Rolls, Chinese",400
Theque Howrah,18595653,3.2,"Andul Rd, Kamrangu, Andul, Howrah",Chinese,600
Thirsty Howrah,18431470,-,"Ground Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah",Beverages,300
Threesixtythree - The Oberoi Grand Kolkata,18431471,4.8,"The Oberoi Grand, 15, Jawaharlal Nehru Road, New Market Area, Kolkata","North Indian, Bengali, European, Asian, Japanese","3,500"
Thrillophilia Kolkata,18325284,3.6,"Golden Tupil, DD 19, Sector 1, Salt Lake","North Indian, Continental, Lebanese, Chinese",800
Thristy Howrah,18386796,-,"2nd Floor, 32, Avani Riverside Mall, Jagat Banerjee Ghat Road, Shibpur, Howrah",Beverages,200
Throttle Shrottle Kolkata,18536650,4,"Akhanka, Near Eco Park, New Town, Kolkata","Cafe, Fast Food",500
Tibetan Delight Kolkata,22006,3.9,"66/1, Chowringhee Road, Elgin, Kolkata","Tibetan, Chinese, Momos",300
Tibetan Delight Kolkata,23131,2.8,"Garia Main Road, Mahamayatala, Garia, Kolkata","Tibetan, Chinese",350
Tibetian Food's Kolkata,18549471,3.4,"65, Shop 1, Central Park,Central Enclave, Naktala, Kolkata","Tibetan, Chinese, Momos",400
Tiers of Joy Kolkata,18587450,3.3,"Sector 3, Salt Lake",Bakery,400
Tiffin Box Kolkata,18395405,2.7,"14B, Jatin Das Road, Lake Market Area, Kolkata","Bengali, Chinese",200
Tiffin Box Kolkata,18665024,3.2,"16 Green Park, B Block Lake Town, Kolkata","Bengali, Chinese",150
Tiffin Box Kolkata,18666899,3,"165/A Picnic Garden Road, Picnic Garden, Kolkata","North Indian, Chinese",500
Tiffin Box Kolkata,18666902,3,"GA93 1581, Rajdanga Main Road, Kasba, Kolkata","North Indian, Chinese",500
Tiffin Break- A Unit Of Hangla Biral Kolkata,18684946,3.3,"68, Bhupendra Bose Avenue Shyam Bazar, Kolkata",Fast Food,100
Tiffin Kolkata,18377103,3.6,"29/5B, Dr Ambedkar Sarani, Tangra, Kolkata",North Indian,300
Tiffin Room Kolkata,23928,3.7,"9/S2, R.B.C. Road, Gorabazar, Dum Dum, Kolkata","South Indian, Street Food",250
Tiffin Time Kolkata,18817417,NEW,"Ns Avenue Sreerampore, Barrackpore, Kolkata","North Indian, Bengali",250
Tilottama Kolkata,18249182,2.4,"449, Purbalok, Near Metro Cash & Carry, Kalikapur, Kolkata",Bengali,450
Time Out Kolkata,18652209,3.3,"Building 1, Allenby Road, Elgin, Kolkata","Cafe, Chinese, Continental, North Indian",600
Time Pass Fast Food Centre Kolkata,18325243,3.7,"67, Sisir Bhaduri Sarani, Near Hedua Park, Hatibagan, Kolkata",Fast Food,200
Time Pass Fried Corner Kolkata,18688627,3.2,"B-342 Lake Gardens, Lake Gardens",Fast Food,350
Tin Tin Kolkata,21291,2.7,"177A, S.P. Mukherjee Road, Southern Avenue, Kolkata","Chinese, North Indian",300
Tinny Da Dhaba Kolkata,21050,3.8,"56, Ballygunge Gardens, Near Mouchak Golpark Post Office, Ballygunge Gardens, Golpark, Kolkata","North Indian, Mughlai, Street Food, Biryani",600
Tintin & Brussels Club Kolkata,18657827,4.2,"52 D, Hindustan Park, Gariahat, Kolkata","Belgian, Seafood, Continental",800
Tiny Bite Kolkata,18396940,3.4,"52/6, Baguihati, Kolkata Parvati Vihar, Phase 2, Flat 708, Near Big Bazzar, Baguiati, Kolkata",Bakery,250
Tiny Chef Kolkata,18689581,-,"Tower 4, 26E South City Residencies, 375 Prince Anwar Shah Road, Kolkata","North Indian, Chinese, Bengali, Continental",500
Tirupati Kolkata,21937,3.5,"364/21, N.S.C. Bose Road, Naktala, Kolkata",South Indian,300
Tit Bits Kolkata,20675,3.8,"1, A.J.C. Bose Road, Chowringhee, Kolkata","North Indian, Chinese, Street Food, Fast Food",500
Titanic Restaurant Kolkata,18805928,NEW,"271K, G.T. Road, Near UCO Bank, Hooghly, Hindmotor, Kolkata","South Indian, Chinese, North Indian, Momos",650
Titos Bar & Restaurant Kolkata,21585,3.1,"10/A, Hemant Basu Sarani, Near Raj Bhavan, Esplanade, Kolkata","Chinese, North Indian",750
Tiwari Snacks Howrah,18808341,NEW,"194/ G.T. Road, Belur, Howrah",Fast Food,100
Tiwari's Kitchen Kolkata,18779032,3.2,"MB 320, Lake Apartments, Kishanagar, Mahish Bathan, Mohisbathan, Dhapa, Bidhannagar, Sector 5, Salt Lake, Kolkata","North Indian, Chinese",250
To Die For Kolkata,18361643,3.8,"12/1C, Manoharpukur Road, Hazra, Kolkata","Cafe, Bakery, Desserts","1,000"
Toaste Adda Kolkata,18386801,2.9,"145 VIP Road, Raghunathpur, Baguihati, Kolkata","Sandwich, Burger, Beverages, Fast Food",200
Toaste Adda Kolkata,24841,3.7,"217, Block B, Lake Town, Kolkata","Sandwich, Burger, Beverages, Fast Food",200
Tojo's Kitchen Kolkata,18765610,-,"2, Dhapa Road, Vivekananda Pally, Near Jana Kalyan High School, Behala, Kolkata",North Indian,300
Tolly Cafe Kolkata,18707641,3.1,"29/6 Golf Club Road, Beside Bangur High School, Tollygunge, Kolkata","Chinese, Continental",400
Tolly Dhaba Kolkata,18562391,2.4,"21, Prince Anwar Shah Road, Rajendra Prasad Colony, Tollygunge, Kolkata","North Indian, Mughlai, Chinese, Fast Food",400
Tolly Tales Kolkata,18249142,3.8,"34, Dr. Sarat Banerjee Road, Southern Avenue, Kolkata","North Indian, Chinese, Continental, Salad",900
Tommy Miah's Fried Chicken Kolkata,18668579,3,"398, Rajdanga Gold Park, RB Connector, Tribarno Sangha Crossing, Kasba, Kolkata",Fast Food,400
Tomo Bystro Kolkata,18763286,3.2,"7/2B, Dover Lane, Ballygunge, Kolkata","Chinese, Thai, Japanese",800
Tongu's Ten Kolkata,18730353,-,"375/1, Jessore Road, Nagerbazar, Kolkata","Chinese, Fast Food",350
Tongue Twister Kolkata,21344,2.2,"114B, Bidhan Sarani, Shyam Bazar, Kolkata","Chinese, North Indian, Mughlai",500
Too Yumm! Chicken Kolkata,18706082,3.2,"23A, Chowbaga Road, Tiljala, Picnic Garden",Fast Food,400
Topi Wala Kolkata,18580253,3.5,"Laxmi Apartment, Chinar Park, Atgohra Checkpost, Rajarhat Road, Kolkata.","Fast Food, Chinese, North Indian, Momos",500
Town Restaurant Kolkata,18391315,2.8,"CE/1/A/151,Rajarhat, Near Axis Mall, New Town, Kolkata","North Indian, Biryani, Bengali",900
Traffic Gastropub Kolkata,18414440,4.1,"City Centre 2 Mall, Chinar Park, Kolkata","North Indian, Italian, Pizza","1,800"
Tram Deepo Kolkata,18354569,3.9,"45, 2nd Floor, Syed Amir Ali Avenue, Near Quest Mall, Ballygunge, Kolkata","Continental, Chinese, Fast Food, Finger Food, North Indian, Mexican, Momos","1,200"
Travelistan Kolkata,18671053,3.9,"SD 9 Phase 1, Shyamoli Housing, Uday Shankar Sarani Road, Golf Green, Kolkata","Cafe, American",800
Treat Factory Kolkata,18166934,-,"Jogalaya Apartments, Bangur Avenue, Bangur, Kolkata","Bakery, Desserts",300
Treat Pure Veg Kolkata,18614856,3.2,"13, K.B. Sarani, Near Maruti Service Centre, Mall Road, Dum Dum, Kolkata","North Indian, South Indian",250
Treat Street Kolkata,18667181,3.5,"186, Sarat Bose Rd, lake Terrace, Kolkata, West Bengal 700029, India",Ice Cream,250
Treats Kolkata,23897,2.8,"23/3, R.K. Chatterjee Road, Near Bakultala Bus Stop, Kasba, Kolkata","North Indian, Chinese",600
Triasha Fast Food Kolkata,22919,2.9,"213A, B.B. Ganguly Street, Bow Bazar, Kolkata","Street Food, Chinese, Biryani",250
Triasha Kolkata,22930,3.5,"53, Raja Ram Mohan Sarani, College Street, Kolkata","Fast Food, Chinese, Thai",400
Trincas Big Bite Kolkata,24958,3.2,"17, Park Street, Park Street Area, Kolkata","North Indian, Chinese, Fast Food",400
Trincas Kolkata,21781,4,"17, Park Street, Park Street Area, Kolkata","North Indian, Continental, Chinese","1,500"
Trincas Ming Room Kolkata,21774,3.4,"17, Park Street, Park Street Area, Kolkata",Chinese,600
Trincas Tavern Kolkata,20834,3.4,"17, Park Street, Park Street Area, Kolkata","Chinese, Continental, North Indian",600
Trincas The Other Room Kolkata,21780,3.7,"17, Park Street, Park Street Area, Kolkata","Chinese, Continental, North Indian",600
Tripatimahal Kolkata,23135,3.7,"10, Deshbandhu Road (West), Baranagar, Kolkata",Mishti,100
Tripti Fast Food Kolkata,18714083,-,"26, Mall Rd, K.B.Sarani, Arjunpur Kaikhali, Kolkata",Fast Food,200
Tripti Homemade Food Kolkata,18677273,-,"DE 79/1, Narayantala East, Ashwini Nagar, Baguiati, Kolkata",Rajasthani,250
Tripti Inn Howrah,24656,2.9,"60, Raj Krishna Street, Uttarpara, Hooghly, Salkia, Howrah","Chinese, North Indian",400
Tripti Inn Kolkata,18807717,NEW,"60 RK Street, Uttarpara, Kolkata",North Indian,300
Tripti Kolkata,18609318,3.9,"54, Netaji Subhash Chandra Bose Road, Nehru Colony, Tollygunge, Kolkata",Chinese,300
Tripti Kolkata,22729,3.4,"P29, C.I.T. Road, Beliaghata, Kolkata","Chinese, North Indian",250
Tripti Kolkata,24066,-,"Shop 22, 130B, Raja S.C. Mullick Road, Garia, Kolkata",South Indian,200
Tripti Snacks Bar Kolkata,22447,3.6,"208/1, A.P.C. Road, Shyam Bazar, Kolkata","Street Food, Biryani, Rolls",150
Tripti Snacks Corner Kolkata,22209,3.2,"87, Purbachal Road, Kalikapur, Kolkata",North Indian,250
Tripty's Bar & Restaurant Kolkata,18563891,3.4,"31, Ashutosh Mukherjee Road, Jadubabur Bazar, Bhawanipore, Kolkata","Mughlai, North Indian","1,000"
Trisakti Food Center Kolkata,18560895,3.4,"Trisakti Bhawan,34M, Subhas Nagar Road, Dum Dum Cantonment, Dum Dum, Kolkata","North Indian, Chinese",500
Tropical Chinese Kolkata,25149,3.6,"4th Floor, Yum Street, Lake Mall, 104, Rash Behari Avenue, Lake Market Area, Kolkata",Chinese,500
Tufaani Biryani Kolkata,24416,3.9,"3B, Sadananda Road, Near ICICI Bank, Hazra, Kolkata","Biryani, Street Food",200
Tukai Idly Dosa Kolkata,25741,3.6,"Main Road, Baguihati More, Baguihati, Kolkata",South Indian,150
Tulip Inn Bar Cum Restaurant Howrah,22721,2.8,"15/1, Brajanath Lahiri Lane, Kona Exp Way, Howrah","Chinese, Thai, North Indian",850
Tulip's Global Cuisine Kolkata,25232,3.6,"32/36, Diamond Harbour Road, Near Janakalyan School, Behala, Kolkata","Chinese, Thai, Asian, Italian",400
Tumi Asbey Bole Kolkata,21944,2.1,"401, Ajoy Nagar, Ajoy Nagar, Kolkata","Chinese, North Indian",600
Tummy Full Kolkata,18817377,NEW,"DLF, Gate 1, New Town, Kolkata","North Indian, Chinese",400
Tung Fong Kolkata,21380,4.4,"Ground Floor, 25 B, Karnani Mansion, Free School Street, Park Street Area, Kolkata",Asian,"1,000"
Tung Nam Kolkata,22429,4.3,"24, Chattwala Gully, Near Terreti Bazar, Bara Bazar, Kolkata",Chinese,600
Turban Singh Da Dhaba Kolkata,25519,3.5,"Bytes Food Court, Infinity Benchmark, Plot A3, Block EP & GP, Sector 5, Salt Lake","Street Food, Afghani, Biryani, North Indian, Mughlai, Indian, Kebab, Awadhi",350
Turban Tadka Kolkata,18713288,3.4,"4A wood street, Inside Life Line nursing home, near Vardhan Market Kolkata, Camac Street Area, Kolkata",North Indian,200
Turban Treat Kolkata,18578583,3.6,"1/C, Block-D, Bangur Avenue, Kolkata-700055, Kolkata, Kolkata, Bangur, Kolkata","Chinese, North Indian",250
Turmeric Kolkata,24571,2.8,"28, A.P.C. Road, Sealdah Area, Kolkata","Bengali, North Indian, Chinese",500
Tutu's Fast Food Kolkata,22620,3.2,"1A, Jogodyan Lane, Kankurgachi, Kolkata","Chinese, North Indian, Street Food",350
Tutu's Hut Kolkata,21748,3,"P564, Lake Road, Southern Avenue, Kolkata","Chinese, Tibetan, Burmese, Momos",400
Tutur Kitchen Kolkata,22228,2.8,"1/7, Teghoria, V.I.P. Road, Baguihati, Kolkata","Chinese, North Indian",350
Twin's Kitchen Kolkata,18818168,NEW,"57, 325/4, Tilottama, MG Road, Tollygunge, Kolkata","Chinese, North Indian, Healthy Food",250
Twinkle Howrah,21320,2.6,"10/1, GT Road, Howrah Howrah Maidan, GT Road, Shibpur, Howrah","Chinese, North Indian",250
Twist Fast Snacks Kolkata,18657121,3.2,"43, Mirza Ghalib Street, Taltala, Kolkata",Fast Food,300
Twister Kolkata,18631073,2.8,"247, B Block, Lake Town, Kolkata","Fast Food, Ice Cream",350
Tyre Patty Kolkata,23555,3.8,"Ground Floor, 26, Lee Road, Lee Commerce, Elgin, Kolkata","Cafe, Continental, Italian",850
U.P. Bihar Kolkata,21295,3.6,"12-13 & 29-32, SS Hogg Market, New Market Area, Kolkata","North Indian, Biryani, Rolls",200
UFC - Ultra Fried Chicken Kolkata,18565683,3.4,"24/18, Jessore Rd, Motilal Colony, Rajbari, Dum Dum, Kolkata",Fast Food,400
UFC - Unique Food Corner Kolkata,18629327,2.8,"112, Jessore Road, Kalindi, Kolkata Kalindi",Fast Food,200
UFC Fried Chicken Kolkata,18762954,3.6,"22/11 C N Roy Road, Near 42 Bus Stand, Ruby Hospital Area, Kolkata",Fast Food,300
UG Cafe Bar - HHI Kolkata,18343762,3.3,"Hotel Hindusthan International, 235/1, A.J.C. Bose Road","Continental, Mexican, Afghani, Desserts, Italian","1,000"
USBFC Kolkata,18575124,3.2,"1M, Sapgachi 1st Lane, Near Gulmart Noori Masjid, Topsia, Kolkata","Fast Food, American",250
UTC Cafe Kolkata,18440239,3,"18 SN Banerjee Road, New Market Area, Kolkata","Chinese, North Indian, Continental",500
Ubique City Kolkata,24442,3,"165/4, Rajdanga Main Road, Kasba, Kolkata","North Indian, Chinese, Mughlai",400
Uddta Punjab Dhaba Kolkata,18854353,NEW,"57 A, 1st Floor, Park Street Area, Kolkata","North Indian, Fast Food",650
Uddta Punjab Kolkata,18853678,NEW,"BD 46, Sector 1, Salt Lake, Kolkata","North Indian, Fast Food",650
Udichis Kitchen Kolkata,18812950,NEW,"132A/1X, Raja Rajendralal Mitra Road, Beliaghata, Kolkata",Chinese,250
Udipi Express Kolkata,18670937,3,"Sector 5, Salt Lake",South Indian,300
Udipi Home Kolkata,22087,3.9,"P 545, Jatin Das Road","South Indian, Juices",250
Ujan's Food Zone Kolkata,24730,3.6,"94, South Sinthi Road, Near Metro Cinema Hall, Dum Dum, Kolkata","Chinese, Tibetan, Thai",400
Ujjala Chanachur Kolkata,18613018,3.7,"116, Shyama Prasad Mukherjee Road, Kalighat, Kolkata",Street Food,100
Ujwala Hindu Hotel Kolkata,18612932,-,"NH12, Chkravartipara, Colony More,Nabapally, Barasat, Kolkata",Bengali,300
Ulaaas Bar cum Restaurant Kolkata,25492,3.2,"11, Chinar Park More, Near State Bank of India, Chinar Park, Kolkata","Chinese, North Indian",600
Uma Mistanna Bhander Howrah,18817374,NEW,"1/I/18, Rajendrabag Road, Station Road Srirampore, Hooghly Howrah Station Area, Howrah",Mishti,-
Uma Snack Centre Howrah,18537302,-,"99/2, Girish Ghosh Road, Kona Exp Way, Howrah",Fast Food,400
Ume's kitchen Kolkata,18166891,3.6,"F-403, Prateek laurel, Sector -120, Noida","Bakery, Desserts",500
Under Bridge Kolkata,18584101,3.1,"151, Park Street, Near Arsalan 7 point, Park Street Area, Kolkata","Juices, Fast Food",300
Universal Cuisine Kolkata,18701556,3.1,"Atghara Chinarpark, Noapara, Near Dakshina Kali Mandir, Opposite Pipal Tree, Chinar Park, Kolkata","Bengali, North Indian, Chinese",300
Unnayan Cabin Kolkata,25498,3.2,"86A, A.J.C. Bose Road, Entally, Kolkata","North Indian, Street Food",200
Uno Chicago Bar & Grill Kolkata,18812843,-,"Main Entry Building, Next to Inox, Phool Bagan, Kankurgachi, Kolkata","Tex-Mex, BBQ","1,200"
Unwine - The Sonnet Kolkata,21565,3.5,"The Sonnet, DD 8, Sector 1, Salt Lake","North Indian, Continental, Chinese","1,500"
Upper Cakes Howrah,24972,3,"Maulana Abul Kalam Azad Road, Near Howrah AC Market, Dobson Road, Kolkata","Bakery, Desserts",150
Upper Cakes Kolkata,24643,3.2,"57, Vivekananda Road, Near Aashirwad Nursing Home, Girish Park, Kolkata",Bakery,250
Upper Cakes Kolkata,25212,3.1,"79/3/4, Bidhan Sarani, Near Star Theatre, Hatibagan, Kolkata",Bakery,250
Upper Crust Howrah,22755,3.1,"20, Dobson Road, Howrah","Bakery, Desserts, Fast Food",250
Upper Crust Howrah,23707,3.4,"268, G.T. Road, Near Liluah Inox, Liluah, Howrah","Bakery, Desserts, Fast Food",250
Upper Crust Kolkata,18431490,3.4,"244, Chitranjan Avenue, Girish Park, Kolkata","Bakery, Desserts, Fast Food",250
Upper Crust Kolkata,22119,3.3,"122A, Bangur Avenue, Block C, Bangur, Kolkata","Bakery, Desserts, Fast Food",250
Upper Crust Kolkata,23704,3.5,"17/1 E, Alipore Road, Alipore, Kolkata","Bakery, Desserts, Fast Food",250
Upper Crust Kolkata,25157,3.7,"133A, Golpark, Kolkata","Bakery, Desserts, Fast Food",250
Uptown Foodiez Kolkata,18676779,-,"Shop Number- 2 GD -300 Sector 3, Salt Lake, Kolkata","Fast Food, Chinese",250
Urban Desi Kolkata,23396,3.8,"9th Floor, Fort Knox, 6 Camac Street Area, Kolkata","Continental, Pizza, North Indian, Chinese","2,500"
Urban Edge Kolkata,22439,3.4,"AE 319, Sector 1, Salt Lake","North Indian, Chinese, Continental",400
Urban Kitchen & Bar Kolkata,18603757,4.1,"Holiday Inn, Biswa Bangla Sarani, Near Chinar Park, Kolkata",Finger Food,"2,000"
Urban Kitchen Kolkata,18240469,3.6,"41, Diamond Harbour Road, Near Genexx Valley, Joka, Kolkata","Continental, Afghani, North Indian, Chinese, Mughlai",850
Urban Kitchen South Indian Restaurant Kolkata,18825719,NEW,"41, Diamond Harbour Road, Near Genexx Valley, Joka, Kolkata",South Indian,400
Urban Pind Kolkata,18597747,3.2,"196, D/2 Picnic Garden Road, Picnic Garden, Kolkata","South Indian, North Indian, Fast Food, Chinese",300
Urbans Cafe Kolkata,22870,3.5,"91, Vivekanand Road, Girish Park, Kolkata",Fast Food,300
Urmila Kolkata,21757,3.3,CN 5,"North Indian, Chinese, Mughlai",500
Urmila Sweets Kolkata,18807720,NEW,"1, New G.T. Road, Opposite SBI, Shrirampur, Kolkata",Mithai,150
Urna's Food Hub Kolkata,18671048,-,"94, Madhyapara, Bansdroni, Kolkata",North Indian,200
Utsav Restaurant Kolkata,18780722,3.2,"Shop 5, Nilgunj Road, C.S.T.C Head Quarter Main Gate, Belghoria, Kolkata","North Indian, Chinese, Continental",700
Utsav Restaurant Kolkata,21348,3.6,"1B, Satish Mukherjee Road, Hazra, Kolkata","Chinese, North Indian, Continental",700
V Cafe Kolkata,21830,2.6,"1/1, Rani Market, Near Barrakpore Railway Station, S.M. Ali Road, Barrackpore, Kolkata","North Indian, Mughlai, Chinese",600
VDEN - Vedic Village Spa Resort Kolkata,24575,3.3,"Vedic Village Spa Resort, Shikharpur, New Town, Kolkata",Finger Food,"1,800"
VIP Sweets Grandsons Kolkata,24119,2.9,"767, Rajdanga Main Road, Kasba, Kolkata",Mishti,100
VIP Sweets Kolkata,18213963,3.9,"216, Near Spencer, Chinar Park, Kolkata",Mishti,200
VIP Sweets Kolkata,18474128,3.1,"CJ 306, Sector 2, Salt Lake",Mishti,200
VIP Sweets Kolkata,18807660,NEW,"27 New G.T Road, Uttarpara, Kolkata",Mithai,150
VIP Sweets Kolkata,18818326,NEW,"27 New G.T Road, Uttarpara, Kolkata",Mishti,-
VIP Sweets Kolkata,18818330,NEW,"27 New G.T Road, Uttarpara, Kolkata",Mishti,100
VIP Sweets Kolkata,23440,3.7,"P156, C.I.T. Road, Ultadanga, Kolkata",Mishti,200
VIP Sweets Kolkata,24137,3.5,"HA 7, Sector 3, Salt Lake",Mishti,200
VIP Sweets Kolkata,24153,3.5,"DC 1/4, Shastri Bagan, Baguihati, Kolkata",Mishti,200
VIP Sweets Kolkata,24345,3.6,"302, Nabapally, Near Chingrighata Bus Stand, Sector 4, Salt Lake",Mishti,200
VIP Sweets Kolkata,24355,3.5,"BG 4, Near Baisakhi More, Sector 2, Salt Lake",Mishti,200
VIP Sweets Kolkata,24620,2.8,"207, Canal Street, Sribhumi, Lake Town, Kolkata",Mishti,200
VIP Sweets Kolkata,24646,3.5,"103, Bangur Avenue, Bangur, Kolkata",Mishti,200
VIP Sweets Kolkata,24931,3.5,"120A, Lake Town, Kolkata Kolkata Block B",Mishti,200
Vaahjee Pure Vegetarian Restaurant Kolkata,18546403,3,"Block-AL, New Town, Kolkata",North Indian,300
Vaango Kolkata,18228024,3.6,"3rd Floor, Food Court, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",South Indian,400
Vaango Kolkata,18398868,3.9,"22, Camac Street, Block A, Kolkata, Near Westside Mall, Pantaloons, Camac Street Area, Kolkata",South Indian,400
Vadilal - Hangout Kolkata,18796297,NEW,"57, D.H. Road, 1st Floor, 106- Ideal Tower, Kolkata Municipal Corporation, Kidderpore, Kolkata",Ice Cream,100
Vadilal Hangout Kolkata,18796294,NEW,"25, Chetla, Central Road, Near Maruti Suzuki Service Center, Alipore, Kolkata",Ice Cream,300
Vadilal Hangouts Kolkata,18796302,NEW,"Ground Floor, Emami Market 3, Lords Sinha Road, Theatre Road, Kolkata",,300
Vagabong Diaries Kolkata,18652268,3.5,"89/1D, Bondel Road, South Kolkata, Ballygunge, Kolkata","Goan, Parsi",500
Vaibhav Kolkata,18601659,-,"24, B.T. Road, Near Multichannel Electronics, Sinthi, Kolkata","North Indian, Chinese",500
Vaishanavi Restaurant Kolkata,18636656,3.5,"141, Block A, Bangur Avenue, Bangur, Kolkata","North Indian, Chinese",300
Vaiya's Kolkata,22716,3.4,"51/B, Garcha Road, Hazra, Kolkata",South Indian,150
Van Tasted Kolkata,18579839,3.5,"433, Nayapatty, Sector 5, Salt Lake","North Indian, Biryani, Chinese",300
Vanakkam Kolkata,24694,3.6,"244A, Vivekananda Road, Maniktala, Kolkata",South Indian,300
Vandana Kolkata,18296332,3,"5B, Aston Road, Paddapukur, Kolkata Paddapukur","South Indian, Chinese",350
Vanilla Bean Bakery Kolkata,18643945,2.9,"1264, Rajdanga Main Road, Block EF 77, Kasba, Kolkata","Bakery, Desserts",450
Vanilla Bean Kolkata,18724757,3.7,"62/61 Haripada Dutta Lane, Near Dhaka Kali Bari, Prince Anwar Shah Road, Kolkata",Bakery,200
Varsha Veg Kitchen Kolkata,18654712,2.9,"105/1 Dr G.S Bose Road, Lakhoti, Picnic Garden, Kolkata",North Indian,300
Varsha's Desserts Kolkata,25097,-,"New Alipore, Kolkata","Bakery, Desserts",150
Vasant Dhaba Kolkata,18680741,-,"33/A, James long sarani, Silpara, Purba Barisha, Kolkata, West Bengal 700008, India","North Indian, Bengali",150
Veg @ Mirch Masala Kolkata,18719613,-,"37, Malanga Lane, Chandni Chowk, Bow Bazar, Kolkata",North Indian,300
Veg Cafe Kolkata,18800942,NEW,"22, Bangur Avenue, Block-C, Bangur, Kolkata",Fast Food,150
